6/18/2024:
80661-0010-01:	1p1cpee -> 8y356xa	Aluminum sesquichlorohydrate 37500 mg Bottle [Myhealth Mood Care Unissex] 	37500 mg
24286-1560-01:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
36800-0471-64:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
37808-0471-64:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
41163-0471-64:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
41250-0887-28:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
41520-0201-64:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
45802-0276-03:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
45865-0906-01:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
50090-5856-00:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
53943-0986-01:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
61269-0345-56:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
63941-0313-01:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
68016-0009-01:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
71205-0034-30:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
79481-0471-00:	jr0f2na -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
55741-0448-28:	jw2yx2n -> pgwwmb1	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
55741-0448-70:	jw2yx2n -> pgwwmb1	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
55741-0448-74:	jw2yx2n -> pgwwmb1	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
00078-0503-15:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
00378-9072-93:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
00781-7313-31:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
16714-0117-02:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
51956-0003-07:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
51991-0899-30:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
63629-2064-01:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
63629-8846-01:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
65162-0749-34:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
70710-1198-07:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
72855-0102-01:	kcjjf37 -> 4rsgdr4	24 HR rivastigmine 0.554 mg/HR Transdermal System [Exelon]
24385-0276-03:	kpbj48q -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
36800-0018-02:	kpbj48q -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
49348-0522-72:	kpbj48q -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
51672-2018-02:	kpbj48q -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
63187-0543-01:	kpbj48q -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
69396-0003-20:	kpbj48q -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
69396-0017-20:	kpbj48q -> q8bk1j3	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
00378-9112-93:	kyvfkqc -> zfmps1b	24 HR nitroglycerin 0.4 mg/HR Transdermal System [Minitran]
68382-0310-30:	kyvfkqc -> zfmps1b	24 HR nitroglycerin 0.4 mg/HR Transdermal System [Minitran]
00378-9121-98:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
00406-9025-76:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
00406-9125-76:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
55700-0753-05:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
60505-7006-02:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
60505-7011-02:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
60505-7081-02:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
63629-4974-01:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
63629-4974-02:	m87thmt -> 11grzvp	72 HR fentanyl 0.025 mg/HR Transdermal System [Duragesic]
41167-0033-02:	mm0e6q9 -> wz1e90y	Hydrocortisone 0.01 mg/mg Topical Gel [Cortizone]
41167-0036-00:	mm0e6q9 -> wz1e90y	Hydrocortisone 0.01 mg/mg Topical Gel [Cortizone]
58980-0011-10:	nxqsy7h -> 8d45p3c	Bacitracin zinc 0.5 UNT/mg Topical Ointment
00363-0620-03:	p40pb15 -> yptt7x3	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00363-0638-03:	p40pb15 -> yptt7x3	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
43749-0620-02:	p40pb15 -> yptt7x3	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
24385-0190-03:	q1z90pb -> s8ar6e1	Hydrocortisone 5 mg/mL Topical Cream [Aloe Cort]
51672-2010-02:	q1z90pb -> s8ar6e1	Hydrocortisone 5 mg/mL Topical Cream [Aloe Cort]
63187-0575-01:	q1z90pb -> s8ar6e1	Hydrocortisone 5 mg/mL Topical Cream [Aloe Cort]
13925-0159-01:	q20xs96 -> zsem1rk	Lidocaine HCl 30 mg/mL Topical Cream [LidaMantle]
69367-0202-01:	q20xs96 -> zsem1rk	Lidocaine HCl 30 mg/mL Topical Cream [LidaMantle]
71205-0973-01:	q20xs96 -> zsem1rk	Lidocaine HCl 30 mg/mL Topical Cream [LidaMantle]
51824-0063-01:	q95kqt7 -> fy9s71j	Clotrimazole 10 mg/mL Topical Cream [Canesten]
50090-5674-00:	qstzypr -> cyjmr3g	Miconazole nitrate 20 mg/mL Topical Cream [Daktarin]
51824-0078-01:	qstzypr -> cyjmr3g	Miconazole nitrate 20 mg/mL Topical Cream [Daktarin]
61269-0735-56:	qstzypr -> cyjmr3g	Miconazole nitrate 20 mg/mL Topical Cream [Daktarin]
68016-0291-01:	qstzypr -> cyjmr3g	Miconazole nitrate 20 mg/mL Topical Cream [Daktarin]
68788-8107-02:	qstzypr -> cyjmr3g	Miconazole nitrate 20 mg/mL Topical Cream [Daktarin]
72189-0345-28:	qstzypr -> cyjmr3g	Miconazole nitrate 20 mg/mL Topical Cream [Daktarin]
49502-0902-30:	rc5y1md -> jv65q3f	24 HR selegiline 0.5 mg/HR Transdermal System [Emsam]
00378-9119-98:	rgfas7n -> 72f1g9g	72 HR fentanyl 0.012 mg/HR Transdermal System [Duragesic]
00406-9012-76:	rgfas7n -> 3bzm2m3	72 HR fentanyl 0.012 mg/HR Transdermal System [Duragesic]
00406-9112-76:	rgfas7n -> 3bzm2m3	72 HR fentanyl 0.012 mg/HR Transdermal System [Duragesic]
55700-0749-05:	rgfas7n -> 72f1g9g	72 HR fentanyl 0.012 mg/HR Transdermal System [Duragesic]
60505-7010-02:	rgfas7n -> 72f1g9g	72 HR fentanyl 0.012 mg/HR Transdermal System [Duragesic]
60505-7080-02:	rgfas7n -> 72f1g9g	72 HR fentanyl 0.012 mg/HR Transdermal System [Duragesic]
45802-0937-26:	rq6ghe9 -> pbpq02e	Hydrocortisone 25 mg/mL Topical Lotion [Hytone]
63629-2529-01:	rq6ghe9 -> pbpq02e	Hydrocortisone 25 mg/mL Topical Lotion [Hytone]
63629-9416-01:	rq6ghe9 -> pbpq02e	Hydrocortisone 25 mg/mL Topical Lotion [Hytone]
68968-5553-03:	s2p02vs -> jhv9pma	9 HR methylphenidate 1.67 mg/HR Transdermal System [Daytrana]
66993-0961-59:	shssefg -> wn9r8kc	Metronidazole 7.5 mg/mL Topical Lotion [MetroLotion]
00363-1857-64:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
00536-1272-22:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
11822-0350-05:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
11822-3078-02:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
21130-0287-64:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
21130-0870-14:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
41250-0421-28:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
41250-0745-28:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
45802-0434-11:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
50382-0025-13:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
51824-0093-01:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
55301-0857-64:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
63187-0559-30:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
65923-0052-28:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
67091-0196-28:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
67510-0638-01:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
67510-0657-01:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
68016-0035-06:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
68788-7402-02:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
68788-8091-02:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
70000-0493-01:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
70000-0542-02:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
73715-0004-01:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
79481-0014-01:	snw6kgn -> w2b73sd	Clotrimazole 10 mg/mL Topical Cream [Canesten]
68071-2261-08:	sp7khy2 -> mwt4j79	Hydrocortisone 25 mg/mL Topical Cream [Procto-Med]
69315-0312-28:	sp7khy2 -> are1wc9	Hydrocortisone 25 mg/mL Rectal Cream [Proctocare-HC]
00363-0075-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
00536-1263-28:	srqphgd -> 8d45p3c	Bacitracin zinc 0.5 UNT/mg Topical Ointment
11673-0073-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
11822-1105-05:	srqphgd -> 8d45p3c	Bacitracin zinc 0.5 UNT/mg Topical Ointment
21130-0757-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
30142-0536-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
36800-0536-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
37808-0536-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
41250-0844-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
45802-0060-03:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
49035-0510-26:	srqphgd -> 8d45p3c	Bacitracin zinc 0.5 UNT/mg Topical Ointment
55910-0536-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
59779-0536-64:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
61269-0105-56:	srqphgd -> 8d45p3c	Bacitracin zinc 0.5 UNT/mg Topical Ointment
68071-4285-03:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
68599-1184-04:	srqphgd -> 8d45p3c	Bacitracin zinc 0.5 UNT/mg Topical Ointment
68788-9794-02:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
70000-0547-01:	srqphgd -> 8d45p3c	Bacitracin zinc 0.5 UNT/mg Topical Ointment
75983-0005-02:	srqphgd -> 45eayry	Bacitracin 0.5 UNT/mg Topical Ointment [Baciguent]
55741-0447-70:	tcsdkym -> yyt7enq	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
55741-0447-74:	tcsdkym -> yyt7enq	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
51672-3003-02:	th3jpt8 -> xk4xr2v	Hydrocortisone 25 mg/mL Topical Cream [Hytone]
68071-2233-01:	th3jpt8 -> xk4xr2v	Hydrocortisone 25 mg/mL Topical Cream [Hytone]
00135-0195-02:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
00135-0195-03:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
00135-0195-05:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
00363-0457-74:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
00536-1107-88:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
11673-0195-02:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
11822-4974-00:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
43598-0447-70:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
43598-0447-74:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
49035-0195-02:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
59450-0002-74:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
59779-0445-70:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
59779-0445-74:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
60429-0444-14:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
63868-0734-14:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
68016-0289-88:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
70000-0114-01:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
70000-0114-02:	v0sxxb3 -> zzfha81	24 HR nicotine 0.583 mg/HR Transdermal System [Habitrol]
41167-0339-03:	v742ndy -> jmnz5w0	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
41167-0344-00:	v742ndy -> jmnz5w0	Hydrocortisone 0.01 mg/mg Topical Ointment [Cortizone]
41167-0021-00:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0022-00:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0027-00:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0035-00:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0039-01:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0105-06:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0108-01:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0109-02:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0330-03:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
41167-0335-00:	vnkndx4 -> z904zbm	Hydrocortisone 10 mg/mL Topical Cream [Cortizone]
00378-8260-93:	w6bq0c8 -> 3wfmyv4	9 HR methylphenidate 1.11 mg/HR Transdermal System [Daytrana]
00135-0194-01:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
00135-0194-02:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
00135-0194-03:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
00135-0194-05:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
00363-0455-70:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
00363-0455-74:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
00536-1108-88:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
11673-0194-01:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
11673-0194-02:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
11822-4975-00:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
11822-4975-01:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
11822-4975-02:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
43598-0448-28:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
43598-0448-70:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
43598-0448-74:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
49035-0194-01:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
49035-0194-02:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
50090-2837-00:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
50090-2860-00:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
55910-0313-02:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
59450-0003-74:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
59779-0448-02:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
59779-0448-70:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
59779-0448-74:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
59779-0448-80:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
60429-0445-14:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
63868-0735-14:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
68016-0288-88:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
68196-0194-03:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
70000-0115-01:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
70000-0115-02:	w809a7r -> n3vj9hs	24 HR nicotine 0.875 mg/HR Transdermal System [Habitrol]
45802-0004-03:	w8w0389 -> xk4xr2v	Hydrocortisone 25 mg/mL Topical Cream [Hytone]
50090-0244-00:	w8w0389 -> xk4xr2v	Hydrocortisone 25 mg/mL Topical Cream [Hytone]
55700-0321-30:	w8w0389 -> xk4xr2v	Hydrocortisone 25 mg/mL Topical Cream [Hytone]
63629-8667-01:	w8w0389 -> xk4xr2v	Hydrocortisone 25 mg/mL Topical Cream [Hytone]
68788-9922-02:	w8w0389 -> xk4xr2v	Hydrocortisone 25 mg/mL Topical Cream [Hytone]
49502-0901-30:	wbwb5ma -> nzrdaxe	24 HR selegiline 0.375 mg/HR Transdermal System [Emsam]
00113-0541-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00113-0973-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00113-1369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00113-7006-21:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00113-7006-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00113-7369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00363-0791-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00363-1973-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00536-1277-80:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
00904-7623-31:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11527-0052-55:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11673-0057-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11673-0202-16:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11673-0202-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11673-0842-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11822-0416-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11822-0499-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
11822-0680-02:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
21130-0278-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
21130-0369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
21130-0395-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
21130-0993-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
29784-0142-28:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
30142-0369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
30142-0541-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
30142-0973-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
36800-0524-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
36800-0939-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
36800-0981-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
37808-0319-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
37808-0369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
37808-0973-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
41163-0319-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
41163-0369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
41163-0973-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
41250-0369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
41250-0584-28:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
41520-0033-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
41520-0319-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
43749-0621-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
45802-0438-03:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
45865-0630-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
49035-0369-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
49035-0707-64:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
49967-0108-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
50090-5470-00:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
50382-0024-13:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
51316-0227-00:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
51316-0230-00:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
53145-0430-28:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
53943-0269-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
53943-0984-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
53943-0985-01:	wep6k0j -> jj5tyek	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab]
